periodConcept,Relation,ConceptLevel,Start Age£¨Ma£©,Bottom Time Uncertainty(Ma),End Age(Ma),Top Time Uncertainty(Ma),Version,positionCoding,Part of,Labal,Publication_year,
Cretaceous,inScheme,Period,unspecified,unspecified,60,unspecified,Twenhofel1935(Elias1945),01_1503,Phanerozoic,CretaceousTwenhofel1935(Elias1945),1935,
Comanchean,inScheme,SubPeriod,120,unspecified,unspecified,unspecified,Twenhofel1935(Elias1945),01_1504,Phanerozoic,ComancheanTwenhofel1935(Elias1945),1935,
Jurassic,inScheme,Period,160,unspecified,120,unspecified,Twenhofel1935(Elias1945),01_1505,Phanerozoic,JurassicTwenhofel1935(Elias1945),1935,
Triassic,inScheme,Period,200,unspecified,160,unspecified,Twenhofel1935(Elias1945),01_1506,Phanerozoic,TriassicTwenhofel1935(Elias1945),1935,
Permian,inScheme,Period,230,unspecified,200,unspecified,Twenhofel1935(Elias1945),01_1507,Phanerozoic,PermianTwenhofel1935(Elias1945),1935,
Pennsylvanian,inScheme,Period,280,unspecified,230,unspecified,Twenhofel1935(Elias1945),01_1508,Phanerozoic,PennsylvanianTwenhofel1935(Elias1945),1935,
Mississippian,inScheme,Period,315,unspecified,280,unspecified,Twenhofel1935(Elias1945),01_1509,Phanerozoic,MississippianTwenhofel1935(Elias1945),1935,
Devonian,inScheme,Period,355,unspecified,315,unspecified,Twenhofel1935(Elias1945),01_1510,Phanerozoic,DevonianTwenhofel1935(Elias1945),1935,
Silurian,inScheme,Period,385,unspecified,355,unspecified,Twenhofel1935(Elias1945),01_1511,Phanerozoic,SilurianTwenhofel1935(Elias1945),1935,
Ordovician,inScheme,Period,unspecified,unspecified,385,unspecified,Twenhofel1935(Elias1945),01_1512,Phanerozoic,OrdovicianTwenhofel1935(Elias1945),1935,
Canadian,inScheme,SubPeriod,435,unspecified,unspecified,unspecified,Twenhofel1935(Elias1945),01_1513,Phanerozoic,CanadianTwenhofel1935(Elias1945),1935,
Ozarkian,inScheme,SubPeriod,unspecified,unspecified,435,unspecified,Twenhofel1935(Elias1945),01_1514,Phanerozoic,OzarkianTwenhofel1935(Elias1945),1935,
Cambrian,inScheme,Period,485,unspecified,unspecified,unspecified,Twenhofel1935(Elias1945),01_1515,Phanerozoic,CambrianTwenhofel1935(Elias1945),1935,
Neogene,inScheme,Period,17,0,0,0,Schucherl&Dunbar1941(Elias1945),01_1501,Phanerozoic,NeogeneSchucherl&Dunbar1941(Elias1945),1941,
Paleogene,inScheme,Period,60,unspecified,17,unspecified,Schucherl&Dunbar1941(Elias1945),01_1502,Phanerozoic,PaleogeneSchucherl&Dunbar1941(Elias1945),1941,
Cretaceous,inScheme,Period,95,unspecified,60,unspecified,Schucherl&Dunbar1941(Elias1945),01_1503,Phanerozoic,CretaceousSchucherl&Dunbar1941(Elias1945),1941,
Comanchean,inScheme,SubPeriod,115,unspecified,95,unspecified,Schucherl&Dunbar1941(Elias1945),01_1504,Phanerozoic,ComancheanSchucherl&Dunbar1941(Elias1945),1941,
Jurassic,inScheme,Period,155,unspecified,115,unspecified,Schucherl&Dunbar1941(Elias1945),01_1505,Phanerozoic,JurassicSchucherl&Dunbar1941(Elias1945),1941,
Triassic,inScheme,Period,190,unspecified,155,unspecified,Schucherl&Dunbar1941(Elias1945),01_1506,Phanerozoic,TriassicSchucherl&Dunbar1941(Elias1945),1941,
Permian,inScheme,Period,220,unspecified,190,unspecified,Schucherl&Dunbar1941(Elias1945),01_1507,Phanerozoic,PermianSchucherl&Dunbar1941(Elias1945),1941,
Pennsylvanian,inScheme,Period,250,unspecified,220,unspecified,Schucherl&Dunbar1941(Elias1945),01_1508,Phanerozoic,PennsylvanianSchucherl&Dunbar1941(Elias1945),1941,
Mississippian,inScheme,Period,280,unspecified,250,unspecified,Schucherl&Dunbar1941(Elias1945),01_1509,Phanerozoic,MississippianSchucherl&Dunbar1941(Elias1945),1941,
Devonian,inScheme,Period,320,unspecified,280,unspecified,Schucherl&Dunbar1941(Elias1945),01_1510,Phanerozoic,DevonianSchucherl&Dunbar1941(Elias1945),1941,
Silurian,inScheme,Period,350,unspecified,320,unspecified,Schucherl&Dunbar1941(Elias1945),01_1511,Phanerozoic,SilurianSchucherl&Dunbar1941(Elias1945),1941,
Ordovician,inScheme,Period,unspecified,unspecified,350,unspecified,Schucherl&Dunbar1941(Elias1945),01_1512,Phanerozoic,OrdovicianSchucherl&Dunbar1941(Elias1945),1941,
Canadian,inScheme,SubPeriod,410,unspecified,unspecified,unspecified,Schucherl&Dunbar1941(Elias1945),01_1513,Phanerozoic,CanadianSchucherl&Dunbar1941(Elias1945),1941,
Ozarkian,inScheme,SubPeriod,unspecified,unspecified,410,unspecified,Schucherl&Dunbar1941(Elias1945),01_1514,Phanerozoic,OzarkianSchucherl&Dunbar1941(Elias1945),1941,
Cambrian,inScheme,Period,490,unspecified,unspecified,unspecified,Schucherl&Dunbar1941(Elias1945),01_1515,Phanerozoic,CambrianSchucherl&Dunbar1941(Elias1945),1941,
Neogene,inScheme,Period,25,0,0,0,Schucherl&Dunbar1933(Elias1945),01_1501,Phanerozoic,NeogeneSchucherl&Dunbar1933(Elias1945),1933,
Paleogene,inScheme,Period,60,unspecified,25,unspecified,Schucherl&Dunbar1933(Elias1945),01_1502,Phanerozoic,PaleogeneSchucherl&Dunbar1933(Elias1945),1933,
Cretaceous,inScheme,Period,110,unspecified,60,unspecified,Schucherl&Dunbar1933(Elias1945),01_1503,Phanerozoic,CretaceousSchucherl&Dunbar1933(Elias1945),1933,
Comanchean,inScheme,SubPeriod,140,unspecified,110,unspecified,Schucherl&Dunbar1933(Elias1945),01_1504,Phanerozoic,ComancheanSchucherl&Dunbar1933(Elias1945),1933,
Jurassic,inScheme,Period,175,unspecified,140,unspecified,Schucherl&Dunbar1933(Elias1945),01_1505,Phanerozoic,JurassicSchucherl&Dunbar1933(Elias1945),1933,
Triassic,inScheme,Period,200,unspecified,175,unspecified,Schucherl&Dunbar1933(Elias1945),01_1506,Phanerozoic,TriassicSchucherl&Dunbar1933(Elias1945),1933,
Permian,inScheme,Period,240,unspecified,200,unspecified,Schucherl&Dunbar1933(Elias1945),01_1507,Phanerozoic,PermianSchucherl&Dunbar1933(Elias1945),1933,
Pennsylvanian,inScheme,Period,280,unspecified,240,unspecified,Schucherl&Dunbar1933(Elias1945),01_1508,Phanerozoic,PennsylvanianSchucherl&Dunbar1933(Elias1945),1933,
Mississippian,inScheme,Period,310,unspecified,280,unspecified,Schucherl&Dunbar1933(Elias1945),01_1509,Phanerozoic,MississippianSchucherl&Dunbar1933(Elias1945),1933,
Devonian,inScheme,Period,350,unspecified,310,unspecified,Schucherl&Dunbar1933(Elias1945),01_1510,Phanerozoic,DevonianSchucherl&Dunbar1933(Elias1945),1933,
Silurian,inScheme,Period,380,unspecified,350,unspecified,Schucherl&Dunbar1933(Elias1945),01_1511,Phanerozoic,SilurianSchucherl&Dunbar1933(Elias1945),1933,
Ordovician,inScheme,Period,unspecified,unspecified,380,unspecified,Schucherl&Dunbar1933(Elias1945),01_1512,Phanerozoic,OrdovicianSchucherl&Dunbar1933(Elias1945),1933,
Canadian,inScheme,SubPeriod,450,unspecified,unspecified,unspecified,Schucherl&Dunbar1933(Elias1945),01_1513,Phanerozoic,CanadianSchucherl&Dunbar1933(Elias1945),1933,
Ozarkian,inScheme,SubPeriod,unspecified,unspecified,450,unspecified,Schucherl&Dunbar1933(Elias1945),01_1514,Phanerozoic,OzarkianSchucherl&Dunbar1933(Elias1945),1933,
Cambrian,inScheme,Period,540,unspecified,unspecified,unspecified,Schucherl&Dunbar1933(Elias1945),01_1515,Phanerozoic,CambrianSchucherl&Dunbar1933(Elias1945),1933,
Neogene,inScheme,Period,28,unspecified,0,0,Croneis&Krumbein1936(Elias1945),01_1501,Phanerozoic,NeogeneCroneis&Krumbein1936(Elias1945),1936,
Paleogene,inScheme,Period,58,unspecified,28,unspecified,Croneis&Krumbein1936(Elias1945),01_1502,Phanerozoic,PaleogeneCroneis&Krumbein1936(Elias1945),1936,
Cretaceous,inScheme,Period,unspecified,unspecified,58,unspecified,Croneis&Krumbein1936(Elias1945),01_1503,Phanerozoic,CretaceousCroneis&Krumbein1936(Elias1945),1936,
Comanchean,inScheme,SubPeriod,128,unspecified,unspecified,unspecified,Croneis&Krumbein1936(Elias1945),01_1504,Phanerozoic,ComancheanCroneis&Krumbein1936(Elias1945),1936,
Jurassic,inScheme,Period,166,unspecified,128,unspecified,Croneis&Krumbein1936(Elias1945),01_1505,Phanerozoic,JurassicCroneis&Krumbein1936(Elias1945),1936,
Triassic,inScheme,Period,198,unspecified,166,unspecified,Croneis&Krumbein1936(Elias1945),01_1506,Phanerozoic,TriassicCroneis&Krumbein1936(Elias1945),1936,
Permian,inScheme,Period,233,unspecified,198,unspecified,Croneis&Krumbein1936(Elias1945),01_1507,Phanerozoic,PermianCroneis&Krumbein1936(Elias1945),1936,
Pennsylvanian,inScheme,Period,278,unspecified,233,unspecified,Croneis&Krumbein1936(Elias1945),01_1508,Phanerozoic,PennsylvanianCroneis&Krumbein1936(Elias1945),1936,
Mississippian,inScheme,Period,313,unspecified,278,unspecified,Croneis&Krumbein1936(Elias1945),01_1509,Phanerozoic,MississippianCroneis&Krumbein1936(Elias1945),1936,
Devonian,inScheme,Period,348,unspecified,313,unspecified,Croneis&Krumbein1936(Elias1945),01_1510,Phanerozoic,DevonianCroneis&Krumbein1936(Elias1945),1936,
Silurian,inScheme,Period,373,unspecified,348,unspecified,Croneis&Krumbein1936(Elias1945),01_1511,Phanerozoic,SilurianCroneis&Krumbein1936(Elias1945),1936,
Ordovician,inScheme,Period,unspecified,unspecified,373,unspecified,Croneis&Krumbein1936(Elias1945),01_1512,Phanerozoic,OrdovicianCroneis&Krumbein1936(Elias1945),1936,
Canadian,inScheme,SubPeriod,443,unspecified,unspecified,unspecified,Croneis&Krumbein1936(Elias1945),01_1513,Phanerozoic,CanadianCroneis&Krumbein1936(Elias1945),1936,
Ozarkian,inScheme,SubPeriod,unspecified,unspecified,443,unspecified,Croneis&Krumbein1936(Elias1945),01_1514,Phanerozoic,OzarkianCroneis&Krumbein1936(Elias1945),1936,
Cambrian,inScheme,Period,548,unspecified,unspecified,unspecified,Croneis&Krumbein1936(Elias1945),01_1515,Phanerozoic,CambrianCroneis&Krumbein1936(Elias1945),1936,
Neogene,inScheme,Period,unspecified,unspecified,0,0,Elias1945A,01_1501,Phanerozoic,NeogeneElias1945A,1945,
Paleogene,inScheme,Period,60,unspecified,unspecified,unspecified,Elias1945A,01_1502,Phanerozoic,PaleogeneElias1945A,1945,
Cretaceous,inScheme,Period,110,unspecified,60,unspecified,Elias1945A,01_1503,Phanerozoic,CretaceousElias1945A,1945,
Comanchean,inScheme,SubPeriod,140,unspecified,110,unspecified,Elias1945A,01_1504,Phanerozoic,ComancheanElias1945A,1945,
Jurassic,inScheme,Period,180,unspecified,140,unspecified,Elias1945A,01_1505,Phanerozoic,JurassicElias1945A,1945,
Triassic,inScheme,Period,210,unspecified,180,unspecified,Elias1945A,01_1506,Phanerozoic,TriassicElias1945A,1945,
Permian,inScheme,Period,260,unspecified,210,unspecified,Elias1945A,01_1507,Phanerozoic,PermianElias1945A,1945,
Pennsylvanian,inScheme,Period,unspecified,unspecified,260,unspecified,Elias1945A,01_1508,Phanerozoic,PennsylvanianElias1945A,1945,
Mississippian,inScheme,Period,320,unspecified,unspecified,unspecified,Elias1945A,01_1509,Phanerozoic,MississippianElias1945A,1945,
Devonian,inScheme,Period,370,unspecified,320,unspecified,Elias1945A,01_1510,Phanerozoic,DevonianElias1945A,1945,
Silurian,inScheme,Period,400,unspecified,370,unspecified,Elias1945A,01_1511,Phanerozoic,SilurianElias1945A,1945,
Ordovician,inScheme,Period,440,unspecified,400,unspecified,Elias1945A,01_1512,Phanerozoic,OrdovicianElias1945A,1945,
Canadian,inScheme,SubPeriod,470,unspecified,440,unspecified,Elias1945A,01_1513,Phanerozoic,CanadianElias1945A,1945,
Ozarkian,inScheme,SubPeriod,500,unspecified,470,unspecified,Elias1945A,01_1514,Phanerozoic,OzarkianElias1945A,1945,
Cambrian,inScheme,Period,550,unspecified,500,unspecified,Elias1945A,01_1515,Phanerozoic,CambrianElias1945A,1945,
Neogene,inScheme,Period,unspecified,unspecified,0,0,Elias1945B,01_1501,Phanerozoic,NeogeneElias1945B,1945,
Paleogene,inScheme,Period,60,unspecified,unspecified,unspecified,Elias1945B,01_1502,Phanerozoic,PaleogeneElias1945B,1945,
Cretaceous,inScheme,Period,105,unspecified,60,unspecified,Elias1945B,01_1503,Phanerozoic,CretaceousElias1945B,1945,
Comanchean,inScheme,SubPeriod,135,unspecified,105,unspecified,Elias1945B,01_1504,Phanerozoic,ComancheanElias1945B,1945,
Jurassic,inScheme,Period,175,unspecified,135,unspecified,Elias1945B,01_1505,Phanerozoic,JurassicElias1945B,1945,
Triassic,inScheme,Period,210,unspecified,175,unspecified,Elias1945B,01_1506,Phanerozoic,TriassicElias1945B,1945,
Permian,inScheme,Period,256,unspecified,210,unspecified,Elias1945B,01_1507,Phanerozoic,PermianElias1945B,1945,
Pennsylvanian,inScheme,Period,285,unspecified,256,unspecified,Elias1945B,01_1508,Phanerozoic,PennsylvanianElias1945B,1945,
Mississippian,inScheme,Period,319,unspecified,285,unspecified,Elias1945B,01_1509,Phanerozoic,MississippianElias1945B,1945,
Devonian,inScheme,Period,362,unspecified,319,unspecified,Elias1945B,01_1510,Phanerozoic,DevonianElias1945B,1945,
Silurian,inScheme,Period,389,unspecified,362,unspecified,Elias1945B,01_1511,Phanerozoic,SilurianElias1945B,1945,
Ordovician,inScheme,Period,430,unspecified,389,unspecified,Elias1945B,01_1512,Phanerozoic,OrdovicianElias1945B,1945,
Canadian,inScheme,SubPeriod,460,unspecified,430,unspecified,Elias1945B,01_1513,Phanerozoic,CanadianElias1945B,1945,
Ozarkian,inScheme,SubPeriod,490,unspecified,460,unspecified,Elias1945B,01_1514,Phanerozoic,OzarkianElias1945B,1945,
Cambrian,inScheme,Period,538,unspecified,490,unspecified,Elias1945B,01_1515,Phanerozoic,CambrianElias1945B,1945,
Pleistocene,inScheme,Period,1,unspecified,0,0,Holmes1947B,01_1401,Phanerozoic,PleistoceneHolmes1947B,1947,
Pliocene,inScheme,Period,12,unspecified,1,unspecified,Holmes1947B,01_1402,Phanerozoic,PlioceneHolmes1947B,1947,
Miocene,inScheme,Period,26,unspecified,12,unspecified,Holmes1947B,01_1403,Phanerozoic,MioceneHolmes1947B,1947,
Oligocene,inScheme,Period,38,unspecified,26,unspecified,Holmes1947B,01_1404,Phanerozoic,OligoceneHolmes1947B,1947,
Eocene,inScheme,Period,58,unspecified,38,unspecified,Holmes1947B,01_1405,Phanerozoic,EoceneHolmes1947B,1947,
Cretaceous,inScheme,Period,127,unspecified,58,unspecified,Holmes1947B,01_1406,Phanerozoic,CretaceousHolmes1947B,1947,
Jurassic,inScheme,Period,152,unspecified,127,unspecified,Holmes1947B,01_1407,Phanerozoic,JurassicHolmes1947B,1947,
Triassic,inScheme,Period,182,unspecified,152,unspecified,Holmes1947B,01_1408,Phanerozoic,TriassicHolmes1947B,1947,
Premian,inScheme,Period,203,unspecified,182,unspecified,Holmes1947B,01_1409,Phanerozoic,PremianHolmes1947B,1947,
Carboniferous,inScheme,Period,255,unspecified,203,unspecified,Holmes1947B,01_1410,Phanerozoic,CarboniferousHolmes1947B,1947,
Devonian,inScheme,Period,313,unspecified,255,unspecified,Holmes1947B,01_1411,Phanerozoic,DevonianHolmes1947B,1947,
Silurian,inScheme,Period,350,unspecified,313,unspecified,Holmes1947B,01_1412,Phanerozoic,SilurianHolmes1947B,1947,
Ordovician,inScheme,Period,430,unspecified,350,unspecified,Holmes1947B,01_1413,Phanerozoic,OrdovicianHolmes1947B,1947,
Cambrian,inScheme,Period,510,unspecified,430,unspecified,Holmes1947B,01_1414,Phanerozoic,CambrianHolmes1947B,1947,
Pleistocene,inScheme,Period,1,unspecified,0,0,Holmes1947A,01_1401,Phanerozoic,PleistoceneHolmes1947A,1947,
Pliocene,inScheme,Period,15,unspecified,1,unspecified,Holmes1947A,01_1402,Phanerozoic,PlioceneHolmes1947A,1947,
Miocene,inScheme,Period,32,unspecified,15,unspecified,Holmes1947A,01_1403,Phanerozoic,MioceneHolmes1947A,1947,
Oligocene,inScheme,Period,47,unspecified,32,unspecified,Holmes1947A,01_1404,Phanerozoic,OligoceneHolmes1947A,1947,
Eocene,inScheme,Period,68,unspecified,47,unspecified,Holmes1947A,01_1405,Phanerozoic,EoceneHolmes1947A,1947,
Cretaceous,inScheme,Period,140,unspecified,68,unspecified,Holmes1947A,01_1406,Phanerozoic,CretaceousHolmes1947A,1947,
Jurassic,inScheme,Period,167,unspecified,140,unspecified,Holmes1947A,01_1407,Phanerozoic,JurassicHolmes1947A,1947,
Triassic,inScheme,Period,196,unspecified,167,unspecified,Holmes1947A,01_1408,Phanerozoic,TriassicHolmes1947A,1947,
Permian,inScheme,Period,220,unspecified,196,unspecified,Holmes1947A,01_1409,Phanerozoic,PermianHolmes1947A,1947,
Carboniferous,inScheme,Period,275,unspecified,220,unspecified,Holmes1947A,01_1410,Phanerozoic,CarboniferousHolmes1947A,1947,
Devonian,inScheme,Period,318,unspecified,275,unspecified,Holmes1947A,01_1411,Phanerozoic,DevonianHolmes1947A,1947,
Silurian,inScheme,Period,350,unspecified,318,unspecified,Holmes1947A,01_1412,Phanerozoic,SilurianHolmes1947A,1947,
Ordovician,inScheme,Period,430,unspecified,350,unspecified,Holmes1947A,01_1413,Phanerozoic,OrdovicianHolmes1947A,1947,
Cambrian,inScheme,Period,510,unspecified,430,unspecified,Holmes1947A,01_1414,Phanerozoic,CambrianHolmes1947A,1947,
Phanerozoic,inScheme,Eon,510,unspecified,0,0,Holmes1947(GTS1982),05_41,Phanerozoic,PhanerozoicHolmes1947(GTS1982),1947,
Paleozoic,inScheme,Era,510,unspecified,182,unspecified,Holmes1947(GTS1982),05_41_33,Phanerozoic,PaleozoicHolmes1947(GTS1982),1947,
Mesozoic,inScheme,Era,182,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_32,Phanerozoic,MesozoicHolmes1947(GTS1982),1947,
Cenozoic,inScheme,Era,unspecified,unspecified,0,0,Holmes1947(GTS1982),05_41_31,Phanerozoic,CenozoicHolmes1947(GTS1982),1947,
Cambrian,inScheme,Period,510,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_66,Phanerozoic,CambrianHolmes1947(GTS1982),1947,
Ordovician,inScheme,Period,unspecified,unspecified,350,unspecified,Holmes1947(GTS1982),05_41_33_65,Phanerozoic,OrdovicianHolmes1947(GTS1982),1947,
Silurian,inScheme,Period,350,unspecified,313,unspecified,Holmes1947(GTS1982),05_41_33_64,Phanerozoic,SilurianHolmes1947(GTS1982),1947,
Devonian,inScheme,Period,313,unspecified,255,unspecified,Holmes1947(GTS1982),05_41_33_63,Phanerozoic,DevonianHolmes1947(GTS1982),1947,
Carboniferous,inScheme,Period,255,unspecified,203,unspecified,Holmes1947(GTS1982),05_41_33_62,Phanerozoic,CarboniferousHolmes1947(GTS1982),1947,
Permian,inScheme,Period,203,unspecified,182,unspecified,Holmes1947(GTS1982),05_41_33_61,Phanerozoic,PermianHolmes1947(GTS1982),1947,
Triassic,inScheme,Period,182,unspecified,152,unspecified,Holmes1947(GTS1982),05_41_32_33,Phanerozoic,TriassicHolmes1947(GTS1982),1947,
Jurassic,inScheme,Period,152,unspecified,127,unspecified,Holmes1947(GTS1982),05_41_32_32,Phanerozoic,JurassicHolmes1947(GTS1982),1947,
Cretaceous,inScheme,Period,127,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_32_31,Phanerozoic,CretaceousHolmes1947(GTS1982),1947,
Tertiary,inScheme,Period,unspecified,unspecified,1,unspecified,Holmes1947(GTS1982),05_41_31_22,Phanerozoic,TertiaryHolmes1947(GTS1982),1947,
Quaternary,inScheme,Period,1,unspecified,0,0,Holmes1947(GTS1982),05_41_31_21,Phanerozoic,QuaternaryHolmes1947(GTS1982),1947,
Mississippian,inScheme,SubPeriod,255,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_62_(22),Phanerozoic,MississippianHolmes1947(GTS1982),1947,
Pennsylvanian,inScheme,SubPeriod,unspecified,unspecified,203,unspecified,Holmes1947(GTS1982),05_41_33_62_(21),Phanerozoic,PennsylvanianHolmes1947(GTS1982),1947,
Paleogene,inScheme,SubPeriod,unspecified,unspecified,26,unspecified,Holmes1947(GTS1982),05_41_31_22_(22),Phanerozoic,PaleogeneHolmes1947(GTS1982),1947,
Neogene,inScheme,SubPeriod,26,unspecified,1,unspecified,Holmes1947(GTS1982),05_41_31_22_(21),Phanerozoic,NeogeneHolmes1947(GTS1982),1947,
Caerfai,inScheme,Epoch,510,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_66_33,Phanerozoic,CaerfaiHolmes1947(GTS1982),1947,
St.Davids,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_66_32,Phanerozoic,St.DavidsHolmes1947(GTS1982),1947,
Merioneth,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_66_31,Phanerozoic,MerionethHolmes1947(GTS1982),1947,
Tremadoc,inScheme,Epoch,unspecified,unspecified,430,unspecified,Holmes1947(GTS1982),05_41_33_65_66,Phanerozoic,TremadocHolmes1947(GTS1982),1947,
Arenig,inScheme,Epoch,430,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_65_65,Phanerozoic,ArenigHolmes1947(GTS1982),1947,
Llanvirn,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_65_64,Phanerozoic,LlanvirnHolmes1947(GTS1982),1947,
Llandeilo,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_65_63,Phanerozoic,LlandeiloHolmes1947(GTS1982),1947,
Caradoc,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,Holmes1947(GTS1982),05_41_33_65_62,Phanerozoic,CaradocHolmes1947(GTS1982),1947,
